"Id","Name","countryName","century","continentName","gender","domain"
1740,"François-René de Chateaubriand","FRANCE",1700,"EUROPE","Male","HUMANITIES"
1741,"Françoise Barré-Sinoussi","FRANCE",1900,"EUROPE","Female","SCIENCE"
1742,"Françoise Sagan","FRANCE",1900,"EUROPE","Female","HUMANITIES"
1743,"Frantz Fanon","FRANCE",1900,"EUROPE","Male","HUMANITIES"
1744,"Frédéric Kanouté","FRANCE",1900,"EUROPE","Male","SPORTS"
1745,"Frédéric Mistral","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1746,"Gaël Givet","FRANCE",1900,"EUROPE","Male","SPORTS"
1747,"Gaspard de Coligny","FRANCE",1500,"EUROPE","Male","INSTITUTIONS"
1748,"Gaston Bachelard","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1749,"Gaston Doumergue","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1750,"Georges Braque","FRANCE",1800,"EUROPE","Male","ARTS"
1751,"Georges Brassens","FRANCE",1900,"EUROPE","Male","ARTS"
1752,"Georges Clémenceau","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1753,"Georges Danton","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1754,"Georges de La Tour","FRANCE",1500,"EUROPE","Male","ARTS"
1755,"Georges Pompidou","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1756,"Georges-Louis Leclerc, Comte de Buffon","FRANCE",1700,"EUROPE","Male","SCIENCE"
1757,"Gerard Debreu","FRANCE",1900,"EUROPE","Male","SCIENCE"
1758,"Gérard Depardieu","FRANCE",1900,"EUROPE","Male","ARTS"
1759,"Gérard Houllier","FRANCE",1900,"EUROPE","Male","SPORTS"
1760,"Giambologna","FRANCE",1500,"EUROPE","Male","ARTS"
1761,"Gilbert du Motier, marquis de Lafayette","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1762,"Godfrey of Bouillon","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1763,"Grégory Lemarchal","FRANCE",1900,"EUROPE","Male","ARTS"
1764,"Gregory of Tours","FRANCE",500,"EUROPE","Male","HUMANITIES"
1765,"Guillaume Depardieu","FRANCE",1900,"EUROPE","Male","ARTS"
1766,"Gustave Courbet","FRANCE",1800,"EUROPE","Male","ARTS"
1767,"Gustave Doré","FRANCE",1800,"EUROPE","Male","ARTS"
1768,"Gustave Le Bon","FRANCE",1800,"EUROPE","Male","SCIENCE"
1769,"Hannibal Hamlin","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1770,"Hans Arp","FRANCE",1800,"EUROPE","Male","ARTS"
1771,"Hatem Ben Arfa","FRANCE",1900,"EUROPE","Male","SPORTS"
1772,"Hector Berlioz","FRANCE",1800,"EUROPE","Male","ARTS"
1773,"Henri Barbusse","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1774,"Henri Cartier-Bresson","FRANCE",1900,"EUROPE","Male","ARTS"
1775,"Henri de Toulouse-Lautrec","FRANCE",1800,"EUROPE","Male","ARTS"
1776,"Henri Matisse","FRANCE",1800,"EUROPE","Male","ARTS"
1777,"Henri, Comte de Chambord","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1778,"Henrietta Maria of France","FRANCE",1600,"EUROPE","Female","PUBLIC FIGURE"
1779,"Henry II of England","FRANCE",1100,"EUROPE","Male","INSTITUTIONS"
1780,"Henry II of France","FRANCE",1500,"EUROPE","Male","INSTITUTIONS"
1781,"Henry III of France","FRANCE",1500,"EUROPE","Male","INSTITUTIONS"
1782,"Henry IV of France","FRANCE",1500,"EUROPE","Male","INSTITUTIONS"
1783,"Henry VII, Holy Roman Emperor","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1784,"Hilary of Poitiers","FRANCE",300,"EUROPE","Male","SCIENCE"
1785,"Hippolyte Taine","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1786,"Honoré Gabriel Riqueti, comte de Mirabeau","FRANCE",1700,"EUROPE","Male","HUMANITIES"
1787,"Hugh Capet of France","FRANCE",900,"EUROPE","Male","INSTITUTIONS"
1788,"Isabella of France","FRANCE",1200,"EUROPE","Female","PUBLIC FIGURE"
1789,"Isabelle Adjani","FRANCE",1900,"EUROPE","Female","ARTS"
1790,"Jacques Cartier","FRANCE",1400,"EUROPE","Male","EXPLORATION"
1791,"Jacques de Molay","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1792,"Jacques Hébert","FRANCE",1700,"EUROPE","Male","HUMANITIES"
1793,"Jacques Tati","FRANCE",1900,"EUROPE","Male","ARTS"
1794,"Jacques-Louis David","FRANCE",1700,"EUROPE","Male","ARTS"
1795,"James I of Aragon","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1796,"Jean Alesi","FRANCE",1900,"EUROPE","Male","SPORTS"
1797,"Jean Buridan","FRANCE",1200,"EUROPE","Male","HUMANITIES"
1798,"Jean Cocteau","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1799,"Jean Dujardin","FRANCE",1900,"EUROPE","Male","ARTS"
1800,"Jean Henri Fabre","FRANCE",1800,"EUROPE","Male","SCIENCE"
1801,"Jean Jaurès","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1802,"Jean Lannes","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1803,"Jean Marais","FRANCE",1900,"EUROPE","Male","ARTS"
1804,"Jean Nouvel","FRANCE",1900,"EUROPE","Male","ARTS"
1805,"Jean Racine","FRANCE",1600,"EUROPE","Male","HUMANITIES"
1806,"Jean Renoir","FRANCE",1800,"EUROPE","Male","ARTS"
1807,"Jean Todt","FRANCE",1900,"EUROPE","Male","SPORTS"
1808,"Jean Vianney","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1809,"Jean-Antoine Watteau","FRANCE",1600,"EUROPE","Male","ARTS"
1810,"Jean-Baptiste Camille Corot","FRANCE",1700,"EUROPE","Male","ARTS"
1811,"Jean-Baptiste Lamarck","FRANCE",1700,"EUROPE","Male","SCIENCE"
1812,"Jean-Eric Vergne","FRANCE",1900,"EUROPE","Male","SPORTS"
1813,"Jean-François Champollion","FRANCE",1700,"EUROPE","Male","SCIENCE"
1814,"Jean-François de Galaup, comte de La Pérouse","FRANCE",1700,"EUROPE","Male","EXPLORATION"
1815,"Jean-François Millet","FRANCE",1800,"EUROPE","Male","ARTS"
1816,"Jean-Gaston Darboux","FRANCE",1800,"EUROPE","Male","SCIENCE"
1817,"Jean-Honoré Fragonard","FRANCE",1700,"EUROPE","Male","ARTS"
1818,"Jean-Louis Trintignant","FRANCE",1900,"EUROPE","Male","ARTS"
1819,"Jean-Luc Dehaene","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1820,"Jean-Marc Ayrault","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1821,"Jean-Marie Le Pen","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1822,"Jean-Marie Lehn","FRANCE",1900,"EUROPE","Male","SCIENCE"
1823,"Jean-Pierre Jeunet","FRANCE",1900,"EUROPE","Male","ARTS"
1824,"Jean-Pierre Papin","FRANCE",1900,"EUROPE","Male","SPORTS"
1825,"Jean-Pierre Raffarin","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1826,"Jean-Pierre Serre","FRANCE",1900,"EUROPE","Male","SCIENCE"
1827,"Jean-Victor Poncelet","FRANCE",1700,"EUROPE","Male","SCIENCE"
1828,"Jeanne Calment","FRANCE",1800,"EUROPE","Female","PUBLIC FIGURE"
1829,"Jeanne d'Arc","FRANCE",1400,"EUROPE","Female","INSTITUTIONS"
1830,"Jeanne III of Navarre","FRANCE",1500,"EUROPE","Female","INSTITUTIONS"
1831,"Joachim du Bellay","FRANCE",1500,"EUROPE","Male","HUMANITIES"
1832,"Joachim Murat","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1833,"Joan I of Navarre","FRANCE",1200,"EUROPE","Female","INSTITUTIONS"
1834,"Joan of France, Duchess of Berry","FRANCE",1400,"EUROPE","Female","INSTITUTIONS"
1835,"Johann Heinrich Lambert","FRANCE",1700,"EUROPE","Male","SCIENCE"
1836,"Joseph Fouché","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1837,"Joseph Fourier","FRANCE",1700,"EUROPE","Male","SCIENCE"
1838,"Joseph Joffre","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1839,"Joseph Liouville","FRANCE",1800,"EUROPE","Male","SCIENCE"
1840,"Joseph Louis Gay-Lussac","FRANCE",1700,"EUROPE","Male","SCIENCE"
1841,"Joseph-Ignace Guillotin","FRANCE",1700,"EUROPE","Male","SCIENCE"
1842,"Joséphine de Beauharnais","FRANCE",1700,"EUROPE","Female","PUBLIC FIGURE"
1843,"Jules Dumont d'Urville","FRANCE",1700,"EUROPE","Male","EXPLORATION"
1844,"Jules Ferry","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1845,"Jules Massenet","FRANCE",1800,"EUROPE","Male","ARTS"
1846,"Jules Rimet","FRANCE",1800,"EUROPE","Male","BUSINESS"
1847,"Julie Delpy","FRANCE",1900,"EUROPE","Female","ARTS"
1848,"Julien Gracq","FRANCE",1900,"EUROPE","Male","HUMANITIES"
1849,"Julien Offray de La Mettrie","FRANCE",1700,"EUROPE","Male","HUMANITIES"
1850,"Karl Brandt","FRANCE",1900,"EUROPE","Male","SCIENCE"
1851,"Laurent Blanc","FRANCE",1900,"EUROPE","Male","SPORTS"
1852,"Laurent Fabius","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1853,"Laurent Fignon","FRANCE",1900,"EUROPE","Male","SPORTS"
1854,"Lazare Carnot","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1855,"Léon Gambetta","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1856,"Lilian Thuram","FRANCE",1900,"EUROPE","Male","SPORTS"
1857,"Lionel Jospin","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1858,"Lothair I","FRANCE",700,"EUROPE","Male","INSTITUTIONS"
1859,"Lothair of France","FRANCE",900,"EUROPE","Male","INSTITUTIONS"
1860,"Louis Auguste Blanqui","FRANCE",1800,"EUROPE","Male","SCIENCE"
1861,"Louis Blériot","FRANCE",1800,"EUROPE","Male","SCIENCE"
1862,"Louis Daguerre","FRANCE",1700,"EUROPE","Male","SCIENCE"
1863,"Louis de Funès","FRANCE",1900,"EUROPE","Male","ARTS"
1864,"Louis IV of France","FRANCE",900,"EUROPE","Male","INSTITUTIONS"
1865,"Louis IX of France","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1866,"Louis Renault","FRANCE",1800,"EUROPE","Male","BUSINESS"
1867,"Louis Renault","FRANCE",1800,"EUROPE","Male","SCIENCE"
1868,"Louis the German","FRANCE",800,"EUROPE","Male","INSTITUTIONS"
1869,"Louis the Pious","FRANCE",700,"EUROPE","Male","INSTITUTIONS"
1870,"Louis Vierne","FRANCE",1800,"EUROPE","Male","ARTS"
1871,"Louis XI of France","FRANCE",1400,"EUROPE","Male","INSTITUTIONS"
1872,"Louis XII of France","FRANCE",1400,"EUROPE","Male","INSTITUTIONS"
1873,"Louis XIII of France","FRANCE",1600,"EUROPE","Male","INSTITUTIONS"
1874,"Louis XIV of France","FRANCE",1600,"EUROPE","Male","INSTITUTIONS"
1875,"Louis XV of France","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1876,"Louis XVI of France","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1877,"Louis-Ferdinand Céline","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1878,"Louis-Nicolas Davout","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1879,"Louise Bourgeois","FRANCE",1900,"EUROPE","Female","ARTS"
1880,"Louise Michel","FRANCE",1800,"EUROPE","Female","PUBLIC FIGURE"
1881,"Luc Montagnier","FRANCE",1900,"EUROPE","Male","SCIENCE"
1882,"Madame du Barry","FRANCE",1700,"EUROPE","Female","PUBLIC FIGURE"
1883,"Marcel Duchamp","FRANCE",1800,"EUROPE","Male","ARTS"
1884,"Marcel Lefebvre","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1885,"Marcel Mauss","FRANCE",1800,"EUROPE","Male","SCIENCE"
1886,"Marcel Pagnol","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1887,"Marcel Proust","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1888,"Marguerite de Navarre","FRANCE",1400,"EUROPE","Female","HUMANITIES"
1889,"Marguerite de Valois","FRANCE",1500,"EUROPE","Female","PUBLIC FIGURE"
1890,"Marie-José Pérec","FRANCE",1900,"EUROPE","Female","SPORTS"
1891,"Marie-Madeleine Pioche de la Vergne, comtesse de la Fayette","FRANCE",1600,"EUROPE","Female","HUMANITIES"
1892,"Marin Mersenne","FRANCE",1500,"EUROPE","Male","SCIENCE"
1893,"Marouane Chamakh","FRANCE",1900,"EUROPE","Male","SPORTS"
1894,"Martin Schongauer","FRANCE",1400,"EUROPE","Male","ARTS"
1895,"Mathieu Debuchy","FRANCE",1900,"EUROPE","Male","SPORTS"
1896,"Matilda of Flanders","FRANCE",1000,"EUROPE","Female","PUBLIC FIGURE"
1897,"Maurice Chevalier","FRANCE",1800,"EUROPE","Male","ARTS"
1898,"Maurice Utrillo","FRANCE",1800,"EUROPE","Male","ARTS"
1899,"Max Jacob","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1900,"Maximilien Robespierre","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1901,"Michael Vartan","FRANCE",1900,"EUROPE","Male","ARTS"
1902,"Michel Butor","FRANCE",1900,"EUROPE","Male","HUMANITIES"
1903,"Michel de Montaigne","FRANCE",1500,"EUROPE","Male","HUMANITIES"
1904,"Michel Foucault","FRANCE",1900,"EUROPE","Male","HUMANITIES"
1905,"Michel Platini","FRANCE",1900,"EUROPE","Male","SPORTS"
1906,"Michel Rocard","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1907,"Mikael Silvestre","FRANCE",1900,"EUROPE","Male","SPORTS"
1908,"Mireille Mathieu","FRANCE",1900,"EUROPE","Female","ARTS"
1909,"Napoleon Bonaparte","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1910,"Napoleon II of France","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1911,"Nicéphore Niépce","FRANCE",1700,"EUROPE","Male","SCIENCE"
1912,"Nicholas Flamel","FRANCE",1300,"EUROPE","Male","HUMANITIES"
1913,"Nicolas Anelka","FRANCE",1900,"EUROPE","Male","SPORTS"
1914,"Nicolas de Caritat, marquis de Condorcet","FRANCE",1700,"EUROPE","Male","HUMANITIES"
1915,"Nicolas François Appert","FRANCE",1700,"EUROPE","Male","SCIENCE"
1916,"Nicolas Jean de Dieu Soult","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1917,"Nicolas Oresme","FRANCE",1300,"EUROPE","Male","HUMANITIES"
1918,"Nicolas-Joseph Cugnot","FRANCE",1700,"EUROPE","Male","SCIENCE"
1919,"Nostradamus","FRANCE",1500,"EUROPE","Male","HUMANITIES"
1920,"Octave Mirbeau","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1921,"Olivier Messiaen","FRANCE",1900,"EUROPE","Male","ARTS"
1922,"Oscar I of Sweden","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
1923,"Pascal Chimbonda","FRANCE",1900,"EUROPE","Male","SPORTS"
1924,"Patrice de Mac-Mahon, Duke of Magenta","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1925,"Patricia Kaas","FRANCE",1900,"EUROPE","Female","ARTS"
1926,"Paul Cézanne","FRANCE",1800,"EUROPE","Male","ARTS"
1927,"Paul Doumer","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1928,"Paul Reynaud","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1929,"Paul Valéry","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1930,"Paul Verlaine","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1931,"Paul-Henri-Benjamin d'Estournelles de Constant","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1932,"Pérotin","FRANCE",1100,"EUROPE","Male","ARTS"
1933,"Petit","FRANCE",1900,"EUROPE","Male","SPORTS"
1934,"Philip I of France","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1935,"Philip II of France","FRANCE",1100,"EUROPE","Male","INSTITUTIONS"
1936,"Philip II, Duke of Burgundy","FRANCE",1300,"EUROPE","Male","INSTITUTIONS"
1937,"Philip III of France","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1938,"Philip IV of France","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1939,"Philip V of Spain","FRANCE",1600,"EUROPE","Male","INSTITUTIONS"
1940,"Philippa of Hainault","FRANCE",1300,"EUROPE","Female","PUBLIC FIGURE"
1941,"Philippe I, Duke of Orléans","FRANCE",1600,"EUROPE","Male","INSTITUTIONS"
1942,"Philippe II, Duke of Orléans","FRANCE",1600,"EUROPE","Male","INSTITUTIONS"
1943,"Philippe Pétain","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1944,"Pierre Abélard","FRANCE",1000,"EUROPE","Male","HUMANITIES"
1945,"Pierre Bayle","FRANCE",1600,"EUROPE","Male","HUMANITIES"
1946,"Pierre Bonnard","FRANCE",1800,"EUROPE","Male","ARTS"
1947,"Pierre Boulez","FRANCE",1900,"EUROPE","Male","ARTS"
1948,"Pierre Boulle","FRANCE",1900,"EUROPE","Male","HUMANITIES"
1949,"Pierre Bourdieu","FRANCE",1900,"EUROPE","Male","SCIENCE"
1950,"Pierre de Fermat","FRANCE",1600,"EUROPE","Male","SCIENCE"
1951,"Pierre de Ronsard","FRANCE",1500,"EUROPE","Male","HUMANITIES"
1952,"Pierre Gassendi","FRANCE",1500,"EUROPE","Male","HUMANITIES"
1953,"Pierre Louis Maupertuis","FRANCE",1600,"EUROPE","Male","SCIENCE"
1954,"Pierre Mauroy","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1955,"Pierre Teilhard de Chardin","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1956,"Pierre-Joseph Proudhon","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1957,"Pierre-Simon Laplace","FRANCE",1700,"EUROPE","Male","SCIENCE"
1958,"Pope Benedict XII","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1959,"Pope Clement IV","FRANCE",1100,"EUROPE","Male","INSTITUTIONS"
1960,"Pope Clement V","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1961,"Pope Gregory XI","FRANCE",1300,"EUROPE","Male","INSTITUTIONS"
1962,"Pope Innocent V","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1963,"Pope John XXII","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1964,"Pope Martin IV","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1965,"Pope Nicholas II","FRANCE",900,"EUROPE","Male","INSTITUTIONS"
1966,"Pope Stephen IX","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1967,"Pope Urban II","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1968,"Pope Urban V","FRANCE",1300,"EUROPE","Male","INSTITUTIONS"
1969,"Postumus","FRANCE",200,"EUROPE","Male","INSTITUTIONS"
1970,"Prince Eugene of Savoy","FRANCE",1600,"EUROPE","Male","INSTITUTIONS"
1971,"Pytheas","FRANCE",-400,"EUROPE","Male","EXPLORATION"
1972,"Raymond Kopa","FRANCE",1900,"EUROPE","Male","SPORTS"
1973,"Raymond Poincaré","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
1974,"René Antoine Ferchault de Réaumur","FRANCE",1600,"EUROPE","Male","SCIENCE"
1975,"René Guénon","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1976,"René Laennec","FRANCE",1700,"EUROPE","Male","SCIENCE"
1977,"Richard Gasquet","FRANCE",1900,"EUROPE","Male","SPORTS"
1978,"Robert Bresson","FRANCE",1900,"EUROPE","Male","ARTS"
1979,"Robert Delaunay","FRANCE",1800,"EUROPE","Male","ARTS"
1980,"Robert Guérin","FRANCE",1800,"EUROPE","Male","BUSINESS"
1981,"Robert Guiscard","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1982,"Robert II of France","FRANCE",900,"EUROPE","Male","INSTITUTIONS"
1983,"Robert III, Duke of Normandy","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1984,"Roch","FRANCE",1200,"EUROPE","Male","INSTITUTIONS"
1985,"Roland Barthes","FRANCE",1900,"EUROPE","Male","HUMANITIES"
1986,"Roscellinus","FRANCE",1000,"EUROPE","Male","HUMANITIES"
1987,"Saint-John Perse","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1988,"Samuel de Champlain","FRANCE",1500,"EUROPE","Male","EXPLORATION"
1989,"Seán MacBride","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
1990,"Sébastien Le Prestre de Vauban","FRANCE",1600,"EUROPE","Male","SCIENCE"
1991,"Siméon Denis Poisson","FRANCE",1700,"EUROPE","Male","SCIENCE"
1992,"Simon de Montfort, 6th Earl of Leicester","FRANCE",1200,"EUROPE","Male","PUBLIC FIGURE"
1993,"Stéphane Lannoy","FRANCE",1900,"EUROPE","Male","SPORTS"
1994,"Stephen of England","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
1995,"Tacitus","FRANCE",0,"EUROPE","Male","HUMANITIES"
1996,"Théophile Gautier","FRANCE",1800,"EUROPE","Male","HUMANITIES"
1997,"Toussaint Louverture","FRANCE",1700,"EUROPE","Male","PUBLIC FIGURE"
1998,"Urbain Le Verrier","FRANCE",1800,"EUROPE","Male","SCIENCE"
1999,"Victor Grignard","FRANCE",1800,"EUROPE","Male","SCIENCE"
2000,"Vincent Candela","FRANCE",1900,"EUROPE","Male","SPORTS"
2001,"Vincent de Paul","FRANCE",1500,"EUROPE","Male","INSTITUTIONS"
2002,"William Gallas","FRANCE",1900,"EUROPE","Male","SPORTS"
2003,"William II of England","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
2004,"William IX, Duke of Aquitaine","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
2005,"William of Rubruck","FRANCE",1200,"EUROPE","Male","HUMANITIES"
2006,"William the Conqueror","FRANCE",1000,"EUROPE","Male","INSTITUTIONS"
2007,"William-Adolphe Bouguereau","FRANCE",1800,"EUROPE","Male","ARTS"
2008,"Willy Sagnol","FRANCE",1900,"EUROPE","Male","SPORTS"
2009,"Yeardley Smith","FRANCE",1900,"EUROPE","Female","ARTS"
2010,"Yoann Gourcuff","FRANCE",1900,"EUROPE","Male","SPORTS"
2011,"Yohan Blake","FRANCE",1900,"EUROPE","Male","SPORTS"
2012,"Yohan Cabaye","FRANCE",1900,"EUROPE","Male","SPORTS"
2013,"Nicolas Louis de Lacaille","FRANCE",1700,"EUROPE","Male","SCIENCE"
2014,"Pope Silvester II","FRANCE",900,"EUROPE","Male","SCIENCE"
2015,"René Descartes","FRANCE",1500,"EUROPE","Male","HUMANITIES"
2016,"Alain Prost","FRANCE",1900,"EUROPE","Male","SPORTS"
2017,"François Quesnay","FRANCE",1600,"EUROPE","Male","SCIENCE"
2018,"Abbé Pierre","FRANCE",1900,"EUROPE","Male","PUBLIC FIGURE"
2019,"Abou Diaby","FRANCE",1900,"EUROPE","Male","SPORTS"
2020,"Adil Rami","FRANCE",1900,"EUROPE","Male","SPORTS"
2021,"Adolphe-Charles Adam","FRANCE",1800,"EUROPE","Male","ARTS"
2022,"Adrien-Marie Legendre","FRANCE",1700,"EUROPE","Male","SCIENCE"
2023,"Alain Juppé","FRANCE",1900,"EUROPE","Male","INSTITUTIONS"
2024,"Alain Robbe-Grillet","FRANCE",1900,"EUROPE","Male","HUMANITIES"
2025,"Alexandre Dumas","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2026,"Alexandre Dumas","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2027,"Alexis Clairault","FRANCE",1700,"EUROPE","Male","SCIENCE"
2028,"Alexis de Tocqueville","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2029,"Alfred Binet","FRANCE",1800,"EUROPE","Male","SCIENCE"
2030,"Alfred de Musset","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2031,"Alfred Dreyfus","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
2032,"Alfred Kastler","FRANCE",1900,"EUROPE","Male","SCIENCE"
2033,"Alfred Sisley","FRANCE",1800,"EUROPE","Male","ARTS"
2034,"Alfred Werner","FRANCE",1800,"EUROPE","Male","SCIENCE"
2035,"Alizé Cornet","FRANCE",1900,"EUROPE","Female","SPORTS"
2036,"Alizée","FRANCE",1900,"EUROPE","Female","ARTS"
2037,"Allan Kardec","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2038,"Alou Diarra","FRANCE",1900,"EUROPE","Male","SPORTS"
2039,"Ambroise Paré","FRANCE",1500,"EUROPE","Male","SCIENCE"
2040,"Anaïs Nin","FRANCE",1900,"EUROPE","Female","HUMANITIES"
2041,"Anatole France","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2042,"André Citroën","FRANCE",1800,"EUROPE","Male","SCIENCE"
2043,"André Gide","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2044,"André Le Nôtre","FRANCE",1600,"EUROPE","Male","ARTS"
2045,"André Malraux","FRANCE",1900,"EUROPE","Male","HUMANITIES"
2046,"André Masséna","FRANCE",1700,"EUROPE","Male","INSTITUTIONS"
2047,"André the Giant","FRANCE",1900,"EUROPE","Male","SPORTS"
2048,"André-Marie Ampère","FRANCE",1700,"EUROPE","Male","SCIENCE"
2049,"Anna Gavalda","FRANCE",1900,"EUROPE","Female","HUMANITIES"
2050,"Anne Louise Germaine de Staël","FRANCE",1700,"EUROPE","Female","HUMANITIES"
2051,"Anne of Brittany","FRANCE",1400,"EUROPE","Female","INSTITUTIONS"
2052,"Anne Robert Jacques Turgot, Baron de Laune","FRANCE",1700,"EUROPE","Male","SCIENCE"
2053,"Annie Girardot","FRANCE",1900,"EUROPE","Female","ARTS"
2054,"Anouk Aimée","FRANCE",1900,"EUROPE","Female","ARTS"
2055,"Ansgar","FRANCE",800,"EUROPE","Male","INSTITUTIONS"
2056,"Anthony Réveillère","FRANCE",1900,"EUROPE","Male","SPORTS"
2057,"Antoine de Saint-Exupéry","FRANCE",1900,"EUROPE","Male","HUMANITIES"
2058,"Antoine Henri Becquerel","FRANCE",1800,"EUROPE","Male","SCIENCE"
2059,"Antoine Laurent de Jussieu","FRANCE",1700,"EUROPE","Male","SCIENCE"
2060,"Antoine Lavoisier","FRANCE",1700,"EUROPE","Male","SCIENCE"
2061,"Antoine-Jean Gros","FRANCE",1700,"EUROPE","Male","ARTS"
2062,"Antonin Artaud","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2063,"Aristide Briand","FRANCE",1800,"EUROPE","Male","INSTITUTIONS"
2064,"Arsène Wenger","FRANCE",1900,"EUROPE","Male","SPORTS"
2065,"Arthur Honegger","FRANCE",1800,"EUROPE","Male","ARTS"
2066,"Arthur Rimbaud","FRANCE",1800,"EUROPE","Male","HUMANITIES"
2067,"Audrey Tautou","FRANCE",1900,"EUROPE","Female","ARTS"
2068,"Auguste Rodin","FRANCE",1800,"EUROPE","Male","ARTS"
2069,"Augustin Louis Cauchy","FRANCE",1700,"EUROPE","Male","SCIENCE"
2070,"Avitus","FRANCE",300,"EUROPE","Male","INSTITUTIONS"
2071,"Bakari Sagna","FRANCE",1900,"EUROPE","Male","SPORTS"
2072,"Baron Haussmann","FRANCE",1800,"EUROPE","Male","ARTS"
2073,"Basil Liddell Hart","FRANCE",1800,"EUROPE","Male","HUMANITIES"
